Step,Follower_1_Error,Follower_2_Error,Follower_3_Error,Follower_4_Error
1,134.07533200810232,190.623177422018,245.1087152603913,394.4282113799788
2,65.34894927684992,167.7272036605303,311.5901704802829,345.1628203021188
3,28.638092845736516,108.17090898505685,278.6687067262287,220.49421540770442
4,108.93874190604082,67.05746235913074,144.56462539342087,130.36598576835013
5,118.35800247363463,82.42137492563772,130.57499070322928,160.12804317617923
6,118.10233596497686,83.06591241607896,127.71003747265846,162.36542597510626
7,117.60645762137,83.84404043011881,127.105223334643,164.0199480937056
8,117.27706169009261,83.09428548242647,124.59009893235459,163.7475848003419
9,115.81486596534165,81.0398638537454,124.10015598098566,160.57161347743676
10,114.88537545886493,79.78125694202909,122.11835651772446,159.24840463212124
11,114.33287643440859,78.9963225778573,120.84385817603112,158.40297997781454
12,113.53958949460514,77.90679731178356,119.42986606895587,157.09515273795014
13,112.91682524804614,77.84629562748995,118.87661933564559,157.1358815951356
14,111.45611073202194,75.36142991983205,116.2893577118622,153.86391500970626
15,110.94459555194086,74.97825425735776,114.9830620112869,153.54461079254702
16,110.86918249454318,74.73506527448667,112.8710603388508,153.77709879969743
17,109.32149396537856,72.166415044548,111.59523663381596,149.88036453904834
18,108.89208236230098,71.68390398098548,109.92868797096776,149.42493206378097
19,108.47645867155572,71.88419445346364,109.79399808808772,149.46849050379402
20,107.67154843476861,69.73706909694509,105.91554011137083,147.0585175508258
21,106.79952650932564,68.75936621070633,104.93778729675584,145.33455340746485
22,106.39308858155256,68.45290465256704,104.3978491028804,144.67939108074083
23,105.92707791778497,67.31027802449819,102.01532389887514,143.3195609326318
24,105.55335234607956,66.8481594595206,100.12648407143179,142.67781947751394
25,104.70983590229805,65.70323738868393,99.3641304889321,140.5023312202211
26,104.15263828094534,64.78044518505787,97.4771604275209,139.01135995229106
27,103.17566396160358,62.83010587362757,95.55184068798509,135.9557274397172
28,102.99966335432552,62.98769540024577,94.35869054317799,135.7243411494663
29,103.07521585280747,63.81079647907919,92.84753516311154,136.37660048389066
30,102.57975076148924,63.162558738252336,92.30787968611784,134.85504861556936
31,102.58185107751362,63.119095144505074,90.10933975280905,134.75384864980973
32,101.8663616677548,61.728438167338254,88.90898992114816,132.1937624445003
33,101.14707346089585,59.92602474231134,86.65699277344893,129.357509527792
34,101.12321897976364,60.30580652745194,85.12983933798931,129.07360911224433
35,101.30229904447977,61.11245830253193,83.51088667239658,129.5416902562018
36,100.86502416550202,60.554884250191236,81.95895249036292,127.67335889506121
37,100.53390679489009,60.18452802646658,81.5392764755708,126.34477364741336
38,100.34300879385147,59.63757967079732,78.62746289632749,125.69642612074333
39,99.496180253555,57.85778818132304,76.86431370851417,124.23544581141974
40,98.21055413608163,56.340782863573914,77.44472434944683,122.84423911915037
41,95.27399141638148,53.755970710524586,74.6072562619738,122.8566650544325
42,92.23285711045297,49.971140249152874,72.01335664046584,119.84383637088723
43,89.56097483251983,47.02464511198269,70.07742391495005,118.91741812802049
44,86.3640092225409,46.08668315438558,70.01481342615652,119.00262318892587
