Step,Follower_1_Error,Follower_2_Error,Follower_3_Error,Follower_4_Error
1,166.517930169722,186.84614004771873,314.9701251048362,254.29928509707403
2,107.66989781697015,54.824316711853335,200.7378270736177,350.69086757387635
3,11.939878045640512,62.007531006444445,81.75046430027277,174.6893654269924
4,60.009768815943175,112.03131730641893,75.93696793925933,78.12563804144403
5,70.90115431071501,123.46005789886988,87.23059714020029,59.161934459863964
6,72.17538450315534,125.29481393918806,89.67504630673272,55.9031855183009
7,71.74772753329417,124.95734476931563,90.21102423016848,54.470132648869225
8,70.47077879891577,123.2432199905905,89.89178010219682,51.51561311221432
9,69.64667380857607,121.42145373273512,90.7706384153492,52.32310305441304
10,67.83147946757218,118.72741343499492,90.05970631938365,52.84536876950859
11,66.80093598568057,117.06133890523245,89.90033908937258,51.319129125694154
12,65.49296125465968,115.41249600170602,88.99447533472365,49.63689667174422
13,63.95088840892807,112.80778081135438,89.0155508654889,50.85261541181298
14,62.55439007009947,110.33710864342055,88.99933172869845,50.04360903702425
15,60.68000277409931,107.429441582039,87.9866819970141,47.510254028442475
16,59.17398541627455,105.09921625103424,87.15480970483979,46.3385957459473
17,58.855208633820574,103.7133865847937,88.06853597454526,49.17637274766879
18,57.827902859738195,101.97704211065547,87.92676958374537,45.816134542243205
19,56.678743111361776,100.06004982860406,87.400801822435,46.095181245112386
20,55.09984132049543,97.54450947882822,86.53005130069947,44.55696991724468
21,54.065948156751695,95.42216609678034,86.49606731210164,43.7223820867099
22,52.94652206064448,93.68131688704501,85.78562907147669,41.055233465333416
23,52.121193210955646,91.38923959736344,85.39983191292124,41.04262741092858
24,49.954468021807095,88.1845411963762,82.35435466349946,37.94666527218931
25,49.34182577905718,86.04943020951303,81.56703633360662,37.882913466883
26,48.39177986545503,83.5537591171872,79.75561283569887,37.06775368467229
27,48.06298474204947,81.62534564138888,79.96168556140415,36.66630696575465
28,46.181760834533456,78.35572585213139,77.13516315599026,34.4680096780352
29,46.4921454499398,77.13582930425095,77.88227498374448,34.12183057716988
30,45.835523482657734,75.21793737835274,76.58557188596559,33.0041166588074
31,45.16355027368897,73.29099360882289,74.96487096101136,31.42672688850291
32,44.52194567156936,70.6204482594605,71.94663550656898,29.47806396150722
33,43.99345340342281,67.41389148359089,70.05257658167199,27.839735229831273
34,43.1294401992303,64.57918709421396,66.95707220197384,26.36385444763817
35,42.29818449263196,62.42323828950787,64.42356802940891,23.576227761965523
36,42.12018032471584,59.752285003889355,62.04806528341218,21.042467490454655
37,41.40567993848256,56.02252955075155,57.30204519089344,19.035741804926452
38,42.08106140087506,54.328911550901395,57.811155351601656,17.616413216394793
39,40.770217861235615,51.66857411024948,54.187913871402664,14.936907083086671
40,38.83683851452378,49.060334263992154,52.30736635708465,13.578460465385202
41,37.259946378877956,47.272972868927,49.7214425987852,10.603019648638872
42,35.35484940149248,44.884925349091816,48.47613083753995,10.094176794845373
43,33.71042932239868,43.12461073492698,46.85727858800671,8.272316696031083
44,31.363705879727288,40.46866104659586,43.96938519590415,6.333349190875039
45,29.282064529393644,38.197267073712986,41.093318492886986,4.199100439784677
46,27.122062636516347,35.73113188704961,39.86985688353782,3.6369288420684653
47,25.641704001085607,33.93597087797091,37.38226701560457,4.144505220607521
48,24.154636902040817,30.91432902320504,35.681975207947595,4.165731180973843
49,22.204535537652973,29.415760011452146,34.04880494792354,4.672243667744937
50,20.903168356802933,27.80020603401609,32.75948975198643,6.13834564437978
