Step,Follower_1_Error,Follower_2_Error,Follower_3_Error,Follower_4_Error
1,164.06777433431077,188.8409239495193,315.1473770911169,248.38142530218778
2,107.3776106167894,54.70962757842687,201.151171781317,350.56054128311797
3,39.43724425487189,91.65723356981461,66.59522857561745,116.77768182551938
4,65.22644785358352,116.95787123811455,81.81597618678202,73.5932846370915
5,71.41642589250601,124.07763667032374,88.63058650291566,61.59881997319789
6,72.70641121985031,125.82240814873147,90.605187497749,56.97705524837969
7,71.63332418194139,124.98107306308572,90.1657037894541,55.22156984227987
8,71.40513633789877,124.48852023481986,91.00331534776387,55.014984081151006
9,70.47407443793938,123.27061363546011,90.54125315042835,52.32099331969919
10,68.91542762181258,120.91539776857152,90.05752913468118,53.94280765799634
11,68.31251342503796,119.64256795887096,90.45055215592282,54.04586204177941
12,67.71927340903352,118.56799469783134,90.4891610188942,50.513366255127764
13,65.97941605493853,115.90149192862984,89.80267599646898,51.815683757754755
14,64.55326456478912,113.5092373150443,89.43890064195188,52.55478274057607
15,63.686530573360685,112.13446022660547,89.15081679578266,49.74620768886168
16,62.245026887220575,109.8339113647166,88.5784100850927,48.063171361369506
17,60.56176516207482,107.50639836349414,87.24746762133259,47.09197979691605
18,59.52332976788837,105.26841102261032,87.47108100560087,46.832786418008745
19,58.07841141045942,102.09698421079833,86.88081795114014,44.71970381306247
20,56.98294052664276,100.48201982952303,86.91502867437991,44.63835005834255
21,56.312289654992384,98.52682765343873,87.63554798934813,45.272537443884325
22,54.361215238473605,95.54940969361397,86.02758991169905,42.22513707949194
23,53.97837530414177,93.71678560805995,87.01721137364817,42.350842481470636
24,52.74590885379705,91.5167488460338,85.91010458941591,41.60935568658109
25,51.81394025528548,89.65815247071353,84.56715699512512,39.64388571064041
26,50.07110298768315,87.15492988239433,82.3731556996034,38.46327809840732
27,49.0161705134516,84.68063281506514,80.92650831419269,36.633207531727216
28,48.19181068998387,82.62148462569574,79.71574014941699,35.875709905309066
29,46.88820915681405,79.7503125880911,77.86436471280871,34.400386798677104
30,46.74323971804392,78.11962967007996,77.95423417474927,33.645432562223895
31,46.03078342274152,75.98073294613793,76.88827591523177,32.86311501090166
32,45.10942573085395,73.85631302965979,75.21765315396875,30.805761204468773
33,44.9864457749154,72.1027682756119,74.37216239797733,29.84361475840675
34,44.382020423052516,69.79980293728798,71.49675838512776,27.996278617118037
35,43.41002336324007,65.62880403362836,68.3018926689416,25.608664656130358
36,43.14916577004041,63.847955669929576,66.76659512180731,25.280259064150567
37,43.65468809184402,61.55213370799208,65.7292198227133,24.564704029814596
38,42.95278320739667,59.13341372624909,63.128135431284065,22.186013060350852
39,41.72334120485597,55.76607638442987,59.12021668355338,18.926889398575966
40,42.297973710581836,54.31113491964002,58.70065354088333,18.062368506356755
41,41.69066712157634,52.130006468259836,55.585248806868215,15.296260901428397
42,40.33123782720148,49.075509051657654,53.22043033692235,14.384146461171959
43,39.61453496651104,47.60888656591799,52.528875852514496,13.15445664839744
44,37.76802995407943,45.37553892652457,49.99884456927098,11.446118694369218
45,36.57738909386612,43.81550532941395,49.1377252203786,10.35675081302149
46,34.117805867228874,40.94455139921323,46.29268702001558,8.377921304760855
47,32.49567625418079,39.17594178891119,44.973935618014664,6.787132403271972
48,30.681027128272426,37.166388323598945,43.02134399647728,5.264781819629299
49,29.077823067612105,35.29978179380591,41.42741707930267,4.244714067342161
50,27.41704159518856,33.326572297637206,39.63773744081354,4.060656635133101
51,25.908474496482718,31.47907990999187,38.1749449712952,4.425792873269884
52,23.767829165945322,28.829648365605845,35.789146698490185,5.147825299887846
53,21.340646759915813,26.031885086465543,33.02005502620492,6.17093047323585
54,20.51392084406183,24.579458634779662,32.376164714776785,7.687802789466921
55,18.379468720612767,22.14930484605859,30.094339571578995,6.037100606967375
56,16.637335117887783,19.852400915454783,27.895825884074394,5.453710664786708
57,15.493974135217098,18.297288487150837,26.533288149078825,4.978756408788971
58,14.380196401568384,16.774328729681955,25.16676739528476,5.01179047056915
59,12.326664309784398,14.474674069124067,21.76321784991066,5.889158692672129
60,10.693816343065503,12.478605013107819,20.72279769829015,5.800489478427496
61,10.265640602068599,11.64649673707093,20.095811122860283,7.019233413613342
62,8.778817310903435,10.135192915962959,18.023592267421918,6.209844646966706
63,7.437401490632038,9.045929914361123,16.184754196994703,5.556241734949685
64,6.703411579060184,8.52602424120159,14.893664856903563,5.126829877596504
65,6.6433203185823615,8.622640521469187,13.972088751173612,5.169302270720164
66,6.229805145075741,8.664246218508682,12.570619402253802,5.169156668397211
67,6.00190636589482,9.053689145995822,10.97298994543678,4.916804170366572
68,6.528741819295144,9.930670433640149,10.15808791138295,5.071597192734584
69,6.411253727330516,10.625193334462885,8.364238165642394,4.80922057639056
70,6.588463204149456,11.182465534168138,7.733761239517271,5.412006307273826
71,6.624529612010209,11.659515323149796,7.999337123781922,5.442297655865219
72,6.965589130375123,12.138129026394813,8.515999758352411,5.843348838454459
73,6.44907924573747,12.345287092571056,7.62883112412806,4.99405479603265
74,6.339351977740231,12.833984351011537,7.776218612587774,4.462353960469488
75,6.2233429565835285,13.24587497642899,8.166244622916102,5.27981637981786
76,6.754460259643725,14.003409005876435,8.695808257170373,5.205602920686872
77,6.3762380507051155,14.458694468737642,8.7444573684647,5.04856572942114
78,6.123474623695906,14.805313816928987,8.910700600699323,5.140086681100868
79,6.002652140155457,15.033644648347446,9.226080958225726,5.038421426705963
80,6.135246593759071,14.986796630830925,9.64570867310315,4.513036357069771
81,6.224821345136277,14.570479661613525,9.907375209829777,4.370667358152084
82,6.611055694467332,14.024615081543828,10.862361655608565,4.582992640411861
83,6.702757784116228,13.459255761488073,11.058071534372939,5.123959025655774
84,6.671890230738684,13.002521773650937,10.857096730275742,5.3446411227105495
85,6.606943390821539,12.735299182920235,10.201796384265341,5.344919781395582
86,6.4921722380700055,12.663107570188352,9.291812459477821,4.876331484394094
87,6.784361409241079,12.930678880897997,9.274841595837895,4.879986687871195
88,6.651048241799188,13.144185493753298,9.10511802270533,4.64668973445272
89,7.109082214556757,13.673871543071785,9.852318898410537,5.135756267407012
90,6.512284965029445,13.825132174197092,9.60976289423185,4.700808013675149
91,6.275387517647407,13.930200124277656,9.736773097041906,4.931101270623837
92,6.254979196566141,13.898107094939672,10.109475268345655,5.054692710685111
93,7.03925857531717,13.66185411847625,11.182225415011594,6.022783197815198
94,6.49639255187982,12.718118445638574,10.397964139539255,4.7082128330181225
95,6.224871536976707,12.062220437250602,10.432945605009804,4.220059256571719
96,5.852039926609322,11.347493922859309,9.878085508736447,4.341742748101581
97,5.673940987614632,11.055703428364192,9.451086282932264,4.248206148942646
98,5.679191684398013,10.896921462234836,8.928323822834157,4.488178221815388
99,5.897011082327519,10.934860992213242,8.570906481282929,4.682807431735163
100,6.214367194784181,11.104248917086432,8.663426681470277,4.678551982523738
101,6.437389161860678,11.451830172312045,9.017273446302541,4.208441450915811
102,6.065298340503341,11.461944233034673,8.63093226662573,4.546169037146916
103,5.888966227139744,11.66712064922708,8.695251568551397,4.789735790754279
104,5.750681464230406,11.699969363745252,8.613885966017666,4.029847743838791
105,6.67147659552963,11.351877682864853,8.595677462549505,4.2681224809372384
106,6.265225751068474,10.87780074510274,8.6601330736116,4.1694701388439475
107,6.103057707556886,10.572893860628975,9.091805706808596,3.9314321857671595
108,5.760339163868353,10.242074946379612,9.043877109795721,4.010700044758646
109,5.412469220765275,9.83867996635183,8.513297150425421,3.986110705357163
110,5.255853783888893,9.710801869751213,8.027312336454516,4.249253313053451
111,5.349476643066235,9.7253204281555,7.877608507901231,4.503937129439476
112,5.472593298700829,9.705500629820609,7.747042161036769,5.399799253842671
113,5.709421901199435,9.89174221835371,7.939383002430065,4.447966392028855
114,5.98811227395087,10.159605464215604,8.32640774126902,4.489507204810284
115,5.433906607104478,10.115968193083317,7.843098608297066,4.337860780352954
116,5.262767469883988,10.09274915893897,7.778305186102069,4.185601684895829
117,6.035825769797321,9.879615813065183,8.118818672033939,4.751232541676922
118,6.340158769289367,9.411542958653799,7.86892890601156,4.336180464977891
119,6.2728839643749446,9.02034909001444,7.849239187403046,4.01021686138252
120,5.758993221332774,8.608650570389836,7.802117411190756,3.8625134413541895
121,5.153374246122289,8.41616436817721,7.347208217301734,3.8104653525384116
122,4.921758796265559,8.441481180236757,7.331602517701282,3.4391807778999026
123,4.704913992718498,8.319598856461063,7.208433138611162,3.540709786068496
124,4.621995287038382,8.218796866024006,7.208374126205075,4.382379678649472
125,4.853729674041163,8.264276359069443,7.123551001397312,3.836620990159597
126,4.769911849620162,8.266496989541565,6.845923580801647,3.9220369722987316
127,4.593110297717725,8.295462039145901,6.670477428994602,4.29966497121223
128,4.565414884628478,8.190823630329023,6.637519797704194,3.6118920413435758
129,5.145989607693444,8.014417556214303,6.723560897454888,3.519548979945683
130,5.819807939118294,7.900817508934961,6.985208095839879,3.296796200485661
131,6.062817467504847,7.55719404324053,6.685765124929229,3.625389750047145
132,5.819689000654938,7.658087995005207,6.947647909067312,3.656279436300197
133,5.19435113745046,7.4276688851980905,6.408721888959841,3.532791414856582
134,4.665489975668261,7.3515444096159674,6.262950724795581,3.5732201958045633
135,4.299437740444038,7.205338482095871,6.136998333446619,3.825466150338993
136,4.203795784142573,7.286017237008386,7.192836588550243,4.0592617367293995
137,4.332610527957988,7.286104682421054,6.637327574803288,3.602312099802165
138,4.297844392462244,7.237522572311462,6.327270303524576,3.8281839382248446
139,4.136102621292906,7.164258812883248,6.0429498168026345,3.727950577564387
140,3.920048479131704,7.027202976748892,5.988100609242106,3.252960049138662
141,4.3491919126284415,6.704401384332152,5.8517095417816245,3.4521752365300626
142,5.541735559698193,6.6967825847309825,5.873769182420681,3.3194351892545093
143,5.824201709530132,6.767309739805512,5.94670624692848,3.285720466102138
144,5.699739256386747,6.8753631322588795,6.163526223070572,3.601460951732775
145,4.7575488396884795,6.544450789008852,5.615932773011335,3.564433665147737
146,4.265817308239364,6.45806532488377,5.748881650933273,3.7751627991493004
147,3.8076569248156367,6.234262902824166,5.875419165006359,4.160450019577731
148,3.661836130127617,6.158682489615136,6.180792992482229,4.186422852800415
149,3.6963776418775005,6.223229456350404,6.457457662858646,3.7971878439460203
150,3.702342653546543,6.151069800397136,6.058919302582192,4.237748705827811
151,3.73746304279707,6.214464263541853,5.963249438982507,3.1298371044429767
152,3.494781678226621,6.033399518422577,5.427025683859532,3.141010546466627
153,3.5401018637547677,6.030317455702592,5.181062975167393,3.2336729189333777
154,4.821730248880309,5.952792158824695,4.975345141191735,3.088777005943294
155,5.857583818897046,6.309557630126653,5.0349983459338095,3.107187022279251
156,6.253418580215578,6.574291634992298,5.177759078035913,2.8572569266167593
157,6.059093947659583,6.363203453233571,4.989465819655109,3.0779233607137644
158,5.3132209276350375,6.069828978864243,4.861689623225775,4.351162558347727
159,4.6449083703345915,5.595948364386682,4.718089600556857,4.370272807290182
160,3.9756302257731897,5.362222082923368,5.344578657375635,4.739715221871896
161,3.2698193645914237,5.172371105797212,6.09507969197988,4.68557358321962
162,2.9180266222940725,5.031915470969852,6.004844982110414,4.551780112657496
163,3.0311696531634396,5.125286253487469,5.898915696487755,4.40156754994247
164,3.093682423013365,5.053124610674336,5.18670570519368,3.940793669872457
165,2.840442982144841,4.878999024683431,4.631730565520085,3.004856910650809
166,2.8078427374012307,4.85604210389058,4.418462875595424,2.6909191143060953
167,3.1710584835526774,4.885536975359486,4.239512882281759,2.8856108383498764
168,3.8172954490018696,5.051530377128076,4.097296739519511,2.9077182558799137
169,4.589384397111474,5.892797680812038,4.127056089559687,2.745966516653403
170,4.477391463389427,5.05916349652918,4.18453039765471,2.669913877482287
171,4.043722767553041,4.872972904275841,4.014343513859447,2.9262763249820662
172,3.4833019705363424,4.646998677361017,4.207201886606191,3.693109651634178
173,2.9668739938270936,4.403139409424874,5.866048373367263,5.405342570307453
174,2.464345729706875,4.248309073895185,5.8355158860705005,4.6110515719136
175,2.4073179729082286,4.244511162080357,6.097698493144322,4.331323047919363
176,2.4699782490765814,4.225569939316479,5.861616194069508,3.8931911672774713
177,2.4473472453621263,4.099598026223464,4.990360918351347,3.605725781263422
178,2.3280189138650758,4.088592820950431,4.504686319654165,2.8135709933010014
179,2.9180918673016607,4.369579160676635,3.9702455633934863,2.6382086543240675
180,4.210447688454262,5.991129542939351,4.236645975180435,2.3691538812889026
181,4.906067355118794,4.943125989234885,3.298176460827576,2.686883844396387
182,4.738711101783174,4.8654499091074745,3.5406599881798457,2.4660753107502527
183,4.0756731724984885,4.493685389512067,3.593659245174754,2.5063736069667426
184,3.4656403887216984,4.056211905941408,3.20317652284754,3.253461426260624
185,2.779266797795007,3.7886991208941296,3.5685800222787143,4.055573162502954
186,2.2343349576430533,3.583692769662452,4.582397059427104,4.633719949525266
187,1.9633805574656662,3.4769476081115593,5.615718340138263,4.716491717121177
188,2.050228017010203,3.5075930517698435,6.020367906618337,4.299745073431206
189,2.040230401408603,3.398112527397125,5.615471135387968,3.844699710562929
190,1.9303517690728629,3.4060678896914394,5.327867645607751,3.243436780792525
191,2.1576057916535256,3.6648981025821428,4.502313070135515,2.9019909436267812
192,3.136286815405004,4.328604366010913,3.8903315220550225,2.50361103529966
193,4.21639613688386,4.834361645789275,3.280772191348611,2.2356415485603462
